,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2425,Marseille,Neal Maupay,FRA,FW,27,1996,11.6,4,19,10,52.6,1.64,0.86,0.21,0.4,10.6,0,0,0,4.1,4.1,0.22,-0.1,-0.1
FRA-Ligue 1,2425,Marseille,Pierre Højbjerg,DEN,MF,28,1995,29.6,2,33,8,24.2,1.11,0.27,0.06,0.25,18.9,7,0,0,3.3,3.3,0.1,-1.3,-1.3
FRA-Ligue 1,2425,Marseille,Pol Lirola,ESP,DF,26,1997,7.6,1,6,1,16.7,0.79,0.13,0.17,1.0,17.0,0,0,0,0.6,0.6,0.1,0.4,0.4
FRA-Ligue 1,2425,Marseille,Quentin Merlin,FRA,DF,22,2002,17.7,1,26,9,34.6,1.47,0.51,0.04,0.11,16.9,0,0,0,2.1,2.1,0.08,-1.1,-1.1
FRA-Ligue 1,2425,Marseille,Robinio Vaz,FRA,FW,17,2007,0.8,0,2,0,0.0,2.4,0.0,0.0,,9.7,0,0,0,0.5,0.5,0.25,-0.5,-0.5
FRA-Ligue 1,2425,Marseille,Ulisses Garcia,SUI,DF,28,1996,10.3,2,8,2,25.0,0.77,0.19,0.25,1.0,14.2,0,0,0,1.5,1.5,0.19,0.5,0.5
FRA-Ligue 1,2425,Marseille,Valentin Carboni,ARG,"MF,FW",19,2005,1.1,0,2,1,50.0,1.75,0.87,0.0,0.0,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Marseille,Valentin Rongier,FRA,"MF,DF",29,1994,17.4,3,14,7,50.0,0.81,0.4,0.21,0.43,21.6,0,0,0,1.0,1.0,0.07,2.0,2.0
FRA-Ligue 1,2425,Monaco,Aleksandr Golovin,RUS,"MF,FW",28,1996,12.8,3,24,9,37.5,1.87,0.7,0.13,0.33,21.4,0,0,0,2.3,2.3,0.1,0.7,0.7
FRA-Ligue 1,2425,Monaco,Almoatasem Al Musrati,LBY,MF,28,1996,4.3,1,11,3,27.3,2.56,0.7,0.09,0.33,18.4,0,0,0,0.5,0.5,0.04,0.5,0.5
FRA-Ligue 1,2425,Monaco,Breel Embolo,SUI,"FW,MF",27,1997,20.5,6,51,18,35.3,2.49,0.88,0.12,0.33,10.8,0,0,0,10.8,10.8,0.21,-4.8,-4.8
FRA-Ligue 1,2425,Monaco,Caio Henrique Oliveira Silva,BRA,DF,27,1997,21.4,0,4,1,25.0,0.19,0.05,0.0,0.0,22.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Christian Mawissa,FRA,DF,19,2005,16.7,0,1,1,100.0,0.06,0.06,0.0,0.0,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2425,Monaco,Denis Zakaria,SUI,MF,27,1996,23.8,6,29,9,31.0,1.22,0.38,0.14,0.44,18.0,0,2,2,5.2,3.6,0.12,0.8,0.4
FRA-Ligue 1,2425,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",19,2005,19.4,6,58,19,32.8,2.98,0.98,0.07,0.21,20.9,3,2,2,5.5,4.1,0.07,0.5,-0.1
FRA-Ligue 1,2425,Monaco,Eliot Matazo,BEL,MF,22,2002,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Folarin Balogun,USA,FW,23,2001,6.8,4,31,10,32.3,4.54,1.46,0.13,0.4,13.3,0,0,0,4.8,4.8,0.15,-0.8,-0.8
FRA-Ligue 1,2425,Monaco,George Ilenikhena,NGA,FW,17,2006,8.0,3,21,9,42.9,2.64,1.13,0.14,0.33,13.5,0,0,0,5.1,5.1,0.24,-2.1,-2.1
FRA-Ligue 1,2425,Monaco,Ismail Jakobs,SEN,DF,24,1999,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Jordan Teze,NED,DF,24,1999,6.3,1,5,2,40.0,0.79,0.32,0.2,0.5,13.8,0,0,0,1.2,1.2,0.24,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Kassoum Ouattara,FRA,"DF,FW",19,2004,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,21.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Krépin Diatta,SEN,"DF,FW",25,1999,5.6,0,2,1,50.0,0.35,0.18,0.0,0.0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Lamine Camara,SEN,MF,20,2004,22.8,2,26,9,34.6,1.14,0.39,0.08,0.22,23.2,2,0,0,2.3,2.3,0.09,-0.3,-0.3
FRA-Ligue 1,2425,Monaco,Lucas Michal,FRA,"FW,MF",19,2005,1.3,0,3,1,33.3,2.31,0.77,0.0,0.0,12.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Maghnes Akliouche,FRA,"FW,MF",22,2002,26.7,5,61,17,27.9,2.28,0.64,0.07,0.24,16.0,2,1,1,9.2,8.4,0.14,-4.2,-4.4
FRA-Ligue 1,2425,Monaco,Mamadou Coulibaly,FRA,MF,20,2004,0.1,0,1,0,0.0,11.25,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
FRA-Ligue 1,2425,Monaco,Mika Biereth,DEN,FW,21,2003,13.6,13,40,22,55.0,2.93,1.61,0.3,0.55,11.6,0,1,2,11.3,9.7,0.24,1.7,2.3
FRA-Ligue 1,2425,Monaco,Mohammed Salisu,GHA,DF,25,1999,11.4,1,8,4,50.0,0.7,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.1,0.2,0.2
FRA-Ligue 1,2425,Monaco,Philipp Köhn,SUI,GK,26,1998,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Radosław Majecki,POL,GK,24,1999,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Saïmon Bouabré,FRA,"MF,FW",18,2006,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Soungoutou Magassa,FRA,MF,20,2003,11.4,0,8,3,37.5,0.7,0.26,0.0,0.0,19.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
FRA-Ligue 1,2425,Monaco,Takumi Minamino,JPN,"MF,FW",29,1995,24.8,6,57,20,35.1,2.3,0.81,0.11,0.3,14.7,0,0,0,8.9,8.9,0.16,-2.9,-2.9
FRA-Ligue 1,2425,Monaco,Thilo Kehrer,GER,DF,27,1996,26.5,4,12,8,66.7,0.45,0.3,0.33,0.5,8.7,0,0,0,1.5,1.5,0.12,2.5,2.5
FRA-Ligue 1,2425,Monaco,Vanderson,BRA,DF,23,2001,22.9,1,21,8,38.1,0.92,0.35,0.05,0.13,17.7,0,0,0,2.2,2.2,0.11,-1.2,-1.2
FRA-Ligue 1,2425,Monaco,Wilfried Singo,CIV,DF,23,2000,23.3,1,17,5,29.4,0.73,0.21,0.06,0.2,10.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9
FRA-Ligue 1,2425,Montpellier,Akor Adams,NGA,FW,24,2000,11.9,3,26,12,46.2,2.18,1.0,0.12,0.25,13.3,0,0,0,4.3,4.3,0.16,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Andy Delort,ALG,FW,32,1991,6.7,0,17,6,35.3,2.52,0.89,0.0,0.0,15.7,0,0,0,1.3,1.3,0.08,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,FRA,FW,26,1998,13.0,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,4.1,2.5,0.1,-0.1,0.5
FRA-Ligue 1,2425,Montpellier,Axel Gueguin,FRA,FW,19,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Bamo Meïté,CIV,DF,22,2001,4.7,0,1,0,0.0,0.21,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Becir Omeragic,SUI,DF,22,2002,20.0,0,7,3,42.9,0.35,0.15,0.0,0.0,18.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,2425,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Birama Touré,MLI,"MF,DF",32,1992,3.3,0,3,1,33.3,0.9,0.3,0.0,0.0,26.6,0,0,0,0.0,0.0,0.01,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Boubakar Kouyaté,MLI,DF,27,1997,8.4,0,8,0,0.0,0.95,0.0,0.0,,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
FRA-Ligue 1,2425,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Enzo Tchato,CMR,DF,21,2002,21.1,0,4,2,50.0,0.19,0.09,0.0,0.0,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Montpellier,Falaye Sacko,MLI,DF,29,1995,13.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Gabriel Bares,SUI,"MF,DF",23,2000,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Issiaga Sylla,GUI,DF,30,1994,12.8,1,11,2,18.2,0.86,0.16,0.09,0.5,13.2,0,0,0,1.8,1.8,0.17,-0.8,-0.8
FRA-Ligue 1,2425,Montpellier,Jordan Ferri,FRA,MF,32,1992,19.7,0,14,3,21.4,0.71,0.15,0.0,0.0,26.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4
FRA-Ligue 1,2425,Montpellier,Joris Chotard,FRA,MF,22,2001,21.0,1,19,3,15.8,0.9,0.14,0.05,0.33,21.4,2,0,0,1.3,1.3,0.07,-0.3,-0.3
FRA-Ligue 1,2425,Montpellier,Junior Ndiaye,FRA,FW,19,2005,4.9,0,5,2,40.0,1.02,0.41,0.0,0.0,16.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,11.4,0,17,3,17.6,1.49,0.26,0.0,0.0,23.2,1,0,0,1.3,1.3,0.07,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,7.9,1,7,2,28.6,0.88,0.25,0.14,0.5,15.3,0,0,0,0.6,0.6,0.09,0.4,0.4
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,MLI,DF,25,1999,23.8,2,11,3,27.3,0.46,0.13,0.18,0.67,11.5,0,0,0,0.7,0.7,0.07,1.3,1.3
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27,1997,12.4,2,27,11,40.7,2.18,0.89,0.07,0.18,17.7,0,0,0,2.6,2.6,0.09,-0.6,-0.6
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,FRA,"FW,MF",20,2003,5.0,0,11,1,9.1,2.21,0.2,0.0,0.0,20.0,0,0,0,1.3,1.3,0.12,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,SRB,DF,32,1991,6.5,0,1,0,0.0,0.15,0.0,0.0,,13.3,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,MAR,"FW,MF",18,2005,4.0,1,10,3,30.0,2.49,0.75,0.1,0.33,14.7,0,0,0,0.7,0.7,0.1,0.3,0.3
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,CGO,MF,18,2005,18.8,1,19,6,31.6,1.01,0.32,0.05,0.17,20.7,0,0,0,1.0,1.0,0.06,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Simon Cara,FRA,"MF,FW",19,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Stefan Džodić,SRB,"DF,MF",19,2005,2.7,0,3,0,0.0,1.12,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",23,2001,16.5,3,30,13,43.3,1.82,0.79,0.1,0.23,15.4,0,0,0,3.5,3.5,0.12,-0.5,-0.5
FRA-Ligue 1,2425,Montpellier,Théo Chennahi,FRA,DF,19,2005,2.0,0,2,0,0.0,0.99,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,11.3,1,8,4,50.0,0.71,0.35,0.13,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Téji Savanier,FRA,MF,32,1991,26.3,2,45,14,31.1,1.71,0.53,0.0,0.0,26.9,13,2,2,3.8,2.3,0.05,-1.8,-2.3
FRA-Ligue 1,2425,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,12.4,1,36,6,16.7,2.9,0.48,0.03,0.17,24.7,4,0,0,2.3,2.3,0.06,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,0,1,0,0.0,0.1,0.0,0.0,,5.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,FRA,"MF,FW",17,2006,0.9,0,2,0,0.0,2.34,0.0,0.0,,12.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Alban Lafont,FRA,GK,25,1999,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,FRA,"FW,MF",17,2006,3.9,2,7,4,57.1,1.81,1.03,0.29,0.5,14.1,0,0,0,0.7,0.7,0.1,1.3,1.3
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19,2005,1.1,0,3,2,66.7,2.76,1.84,0.0,0.0,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Douglas,BRA,MF,27,1997,25.6,4,36,14,38.9,1.4,0.55,0.11,0.29,17.2,0,0,0,3.4,3.4,0.1,0.6,0.6
FRA-Ligue 1,2425,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Florent Mollet,FRA,"MF,FW",32,1991,2.7,0,6,2,33.3,2.23,0.74,0.0,0.0,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,2425,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,1,7,1,14.3,2.81,0.4,0.14,1.0,16.7,0,0,0,1.0,1.0,0.15,0.0,0.0
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,CMR,"FW,MF",25,1999,2.7,0,7,0,0.0,2.61,0.0,0.0,,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,0,17,5,29.4,0.58,0.17,0.0,0.0,13.3,0,0,0,1.8,1.8,0.13,-1.8,-1.8
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,0,4,0,0.0,0.67,0.0,0.0,,17.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,0,2,0,0.0,0.83,0.0,0.0,,8.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,2,20,5,25.0,0.88,0.22,0.1,0.4,17.1,0,0,0,1.4,1.4,0.07,0.6,0.6
FRA-Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,1,7,4,57.1,0.29,0.17,0.14,0.25,14.9,0,0,0,1.0,1.0,0.14,0.0,0.0
FRA-Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,2,9,5,55.6,0.99,0.55,0.22,0.4,14.2,0,0,0,1.5,1.5,0.17,0.5,0.5
FRA-Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,0,2,0,0.0,0.19,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,9,73,26,35.6,2.37,0.85,0.11,0.31,15.0,0,1,1,8.5,7.7,0.11,0.5,0.3
FRA-Ligue 1,2425,Nantes,Meschak Elia,COD,FW,26,1997,1.9,1,5,1,20.0,2.65,0.53,0.2,1.0,16.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,8,40,13,32.5,1.38,0.45,0.1,0.31,19.6,2,4,4,5.8,2.7,0.07,2.2,1.3
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,5,43,16,37.2,3.09,1.15,0.12,0.31,13.7,2,0,0,5.5,5.5,0.13,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,0,6,2,33.3,0.36,0.12,0.0,0.0,10.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,1,17,6,35.3,0.75,0.26,0.06,0.17,17.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,0,3,1,33.3,0.13,0.04,0.0,0.0,22.0,0,0,0,0.4,0.4,0.14,-0.4,-0.4
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,0,8,2,25.0,0.31,0.08,0.0,0.0,21.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,MF,23,2000,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,10.9,0,0,0,0.2,0.2,0.23,-0.2,-0.2
FRA-Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,1,5,2,40.0,0.56,0.23,0.2,0.5,9.1,0,0,0,0.6,0.6,0.13,0.4,0.4
FRA-Ligue 1,2425,Nantes,Sorba Thomas,WAL,"FW,MF",24,1999,14.7,1,9,1,11.1,0.61,0.07,0.11,1.0,17.0,0,0,0,1.5,1.5,0.17,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Tino Kadewere,ZIM,"MF,FW",28,1996,5.7,1,8,6,75.0,1.41,1.05,0.13,0.17,15.4,0,0,0,1.7,1.7,0.21,-0.7,-0.7
FRA-Ligue 1,2425,Nice,Ali Abdi,TUN,"DF,MF",30,1993,15.5,5,29,11,37.9,1.87,0.71,0.17,0.45,16.9,1,0,0,4.3,4.3,0.17,0.7,0.7
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,FRA,DF,16,2007,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Antoine Mendy,SEN,DF,20,2004,9.2,0,9,1,11.1,0.98,0.11,0.0,0.0,14.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6
FRA-Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,3,30,14,46.7,2.46,1.15,0.07,0.14,20.3,1,1,1,2.7,1.9,0.06,0.3,0.1
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,0,16,3,18.8,1.55,0.29,0.0,0.0,20.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9
FRA-Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,0,1,1,100.0,1.18,1.18,0.0,0.0,23.0,1,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2425,Nice,Dante,BRA,DF,40,1983,21.8,0,9,2,22.2,0.41,0.09,0.0,0.0,11.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
FRA-Ligue 1,2425,Nice,Evann Guessand,CIV,"FW,MF",23,2001,28.5,12,63,27,42.9,2.21,0.95,0.19,0.44,12.7,0,0,0,9.2,9.2,0.15,2.8,2.8
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,11,70,20,28.6,3.44,0.98,0.1,0.35,14.6,0,4,4,11.7,8.6,0.12,-0.7,-1.6
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,2,39,18,46.2,1.44,0.67,0.05,0.11,19.1,0,0,0,2.7,2.7,0.07,-0.7,-0.7
FRA-Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,1,30,16,53.3,2.56,1.37,0.03,0.06,17.0,2,0,0,2.3,2.3,0.08,-1.3,-1.3
FRA-Ligue 1,2425,Nice,Jonathan Clauss,FRA,"DF,MF",31,1992,25.6,3,26,8,30.8,1.02,0.31,0.12,0.38,17.2,5,0,0,2.2,2.2,0.09,0.8,0.8
FRA-Ligue 1,2425,Nice,Jordan Lotomba,SUI,"MF,DF",25,1998,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Marcin Bułka,POL,GK,24,1999,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,2,23,8,34.8,1.07,0.37,0.09,0.25,17.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2
FRA-Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,3,36,15,41.7,2.0,0.83,0.08,0.2,17.7,0,0,0,4.0,4.0,0.11,-1.0,-1.0
FRA-Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,3,9,4,44.4,3.45,1.53,0.33,0.75,16.6,0,0,0,1.5,1.5,0.17,1.5,1.5
FRA-Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,0,8,1,12.5,0.33,0.04,0.0,0.0,18.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7
FRA-Ligue 1,2425,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,3,16,7,43.8,0.81,0.35,0.13,0.29,16.1,0,1,1,3.8,3.0,0.19,-0.8,-1.0
FRA-Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,0,1,0,0.0,6.92,0.0,0.0,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2425,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,6,22,11,50.0,1.86,0.93,0.27,0.55,16.4,3,0,0,6.0,6.0,0.27,0.0,0.0
FRA-Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,1,11,2,18.2,0.88,0.16,0.09,0.5,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4
FRA-Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25,1999,0.6,1,6,4,66.7,9.31,6.21,0.17,0.25,9.2,0,0,0,2.3,2.3,0.46,-1.3,-1.3
FRA-Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,1,12,4,33.3,1.39,0.46,0.08,0.25,20.0,1,0,0,0.8,0.8,0.07,0.2,0.2
FRA-Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,0,2,0,0.0,5.0,0.0,0.0,,10.4,0,0,0,0.3,0.3,0.16,-0.3,-0.3
FRA-Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,0,1,0,0.0,0.58,0.0,0.0,,7.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2
FRA-Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,3,11,4,36.4,0.51,0.19,0.27,0.75,15.0,0,0,0,0.9,0.9,0.08,2.1,2.1
FRA-Ligue 1,2425,Nice,Youssoufa Moukoko,GER,"FW,MF",19,2004,2.3,2,6,2,33.3,2.65,0.88,0.33,1.0,11.6,0,0,0,2.2,2.2,0.37,-0.2,-0.2
FRA-Ligue 1,2425,Paris S-G,Achraf Hakimi,MAR,DF,25,1998,23.0,4,32,12,37.5,1.39,0.52,0.13,0.33,19.2,5,0,0,2.9,2.9,0.09,1.1,1.1
FRA-Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",16,2007,2.0,0,1,0,0.0,0.5,0.0,0.0,,28.0,0,0,0,0.0,0.0,0.05,0.0,0.0
FRA-Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,21,2002,24.2,14,74,38,51.4,3.05,1.57,0.19,0.37,13.2,0,0,0,13.4,13.4,0.18,0.6,0.6
FRA-Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005,19.2,6,55,20,36.4,2.86,1.04,0.11,0.3,17.9,0,0,0,5.1,5.1,0.09,0.9,0.9
